"week","inventory_needed","number_of_items_needed"
51,"154-2424BB",85
52,"154-2424BB",86
53,"154-2424BB",86
1,"155002-43",53
2,"155002-43",6
3,"155002-43",6
4,"155002-43",6
5,"155002-43",7
6,"155002-43",7
7,"155002-43",7
8,"155002-43",7
9,"155002-43",8
10,"155002-43",8
11,"155002-43",8
12,"155002-43",9
13,"155002-43",9
14,"155002-43",10
15,"155002-43",10
16,"155002-43",10
17,"155002-43",11
18,"155002-43",11
19,"155002-43",12
20,"155002-43",12
21,"155002-43",13
22,"155002-43",13
23,"155002-43",14
24,"155002-43",14
25,"155002-43",15
26,"155002-43",16
27,"155002-43",16
28,"155002-43",17
29,"155002-43",18
30,"155002-43",18
31,"155002-43",19
32,"155002-43",20
33,"155002-43",21
34,"155002-43",21
35,"155002-43",22
36,"155002-43",23
37,"155002-43",24
38,"155002-43",25
39,"155002-43",26
40,"155002-43",27
41,"155002-43",28
42,"155002-43",29
43,"155002-43",31
44,"155002-43",32
45,"155002-43",33
46,"155002-43",35
47,"155002-43",36
48,"155002-43",37
49,"155002-43",39
50,"155002-43",40
51,"155002-43",42
52,"155002-43",44
53,"155002-43",46
1,"155597-43",59
2,"155597-43",5
3,"155597-43",5
4,"155597-43",6
5,"155597-43",6
6,"155597-43",6
7,"155597-43",6
8,"155597-43",7
9,"155597-43",7
10,"155597-43",7
11,"155597-43",8
12,"155597-43",8
13,"155597-43",8
14,"155597-43",9
15,"155597-43",9
16,"155597-43",10
17,"155597-43",10
18,"155597-43",11
19,"155597-43",11
20,"155597-43",12
21,"155597-43",12
22,"155597-43",13
23,"155597-43",13
24,"155597-43",14
25,"155597-43",15
26,"155597-43",15
27,"155597-43",16
28,"155597-43",17
29,"155597-43",18
30,"155597-43",18
31,"155597-43",19
32,"155597-43",20
33,"155597-43",21
34,"155597-43",22
35,"155597-43",23
36,"155597-43",24
37,"155597-43",25
38,"155597-43",26
39,"155597-43",27
40,"155597-43",29
41,"155597-43",30
42,"155597-43",31
43,"155597-43",33
44,"155597-43",34
45,"155597-43",36
46,"155597-43",37
47,"155597-43",39
48,"155597-43",41
49,"155597-43",43
50,"155597-43",45
51,"155597-43",47
52,"155597-43",49
53,"155597-43",51
1,"1836BKFMP18",57
2,"1836BKFMP18",36
3,"1836BKFMP18",35
4,"1836BKFMP18",35
5,"1836BKFMP18",34
6,"1836BKFMP18",34
7,"1836BKFMP18",34
8,"1836BKFMP18",33
9,"1836BKFMP18",33
10,"1836BKFMP18",33
11,"1836BKFMP18",32
12,"1836BKFMP18",32
13,"1836BKFMP18",32
14,"1836BKFMP18",31
15,"1836BKFMP18",31
16,"1836BKFMP18",30
17,"1836BKFMP18",30
18,"1836BKFMP18",30
19,"1836BKFMP18",30
20,"1836BKFMP18",29
21,"1836BKFMP18",29
22,"1836BKFMP18",29
23,"1836BKFMP18",28
24,"1836BKFMP18",28
25,"1836BKFMP18",28
26,"1836BKFMP18",27
27,"1836BKFMP18",27
28,"1836BKFMP18",27
29,"1836BKFMP18",26
30,"1836BKFMP18",26
31,"1836BKFMP18",26
32,"1836BKFMP18",26
33,"1836BKFMP18",25
34,"1836BKFMP18",25
35,"1836BKFMP18",25
36,"1836BKFMP18",24
37,"1836BKFMP18",24
38,"1836BKFMP18",24
39,"1836BKFMP18",24
40,"1836BKFMP18",23
41,"1836BKFMP18",23
42,"1836BKFMP18",23
43,"1836BKFMP18",23
44,"1836BKFMP18",22
45,"1836BKFMP18",22
46,"1836BKFMP18",22
47,"1836BKFMP18",22
48,"1836BKFMP18",21
49,"1836BKFMP18",21
50,"1836BKFMP18",21
51,"1836BKFMP18",21
52,"1836BKFMP18",21
53,"1836BKFMP18",20
1,"18P-IB",41
2,"18P-IB",16
3,"18P-IB",16
4,"18P-IB",16
5,"18P-IB",16
6,"18P-IB",16
7,"18P-IB",16
8,"18P-IB",17
9,"18P-IB",17
10,"18P-IB",17
11,"18P-IB",17
12,"18P-IB",17
13,"18P-IB",17
14,"18P-IB",17
15,"18P-IB",18
16,"18P-IB",18
17,"18P-IB",18
18,"18P-IB",18
19,"18P-IB",18
20,"18P-IB",18
21,"18P-IB",19
22,"18P-IB",19
23,"18P-IB",19
24,"18P-IB",19
25,"18P-IB",19
26,"18P-IB",19
27,"18P-IB",20
28,"18P-IB",20
29,"18P-IB",20
30,"18P-IB",20
31,"18P-IB",20
32,"18P-IB",20
33,"18P-IB",21
34,"18P-IB",21
35,"18P-IB",21
36,"18P-IB",21
37,"18P-IB",21
38,"18P-IB",22
39,"18P-IB",22
40,"18P-IB",22
41,"18P-IB",22
42,"18P-IB",22
43,"18P-IB",23
44,"18P-IB",23
45,"18P-IB",23
46,"18P-IB",23
47,"18P-IB",23
48,"18P-IB",24
49,"18P-IB",24
50,"18P-IB",24
51,"18P-IB",24
52,"18P-IB",24
53,"18P-IB",25
1,"19R20GV",117
2,"19R20GV",35
3,"19R20GV",36
4,"19R20GV",36
5,"19R20GV",37
6,"19R20GV",37
7,"19R20GV",38
8,"19R20GV",39
9,"19R20GV",39
10,"19R20GV",40
11,"19R20GV",41
12,"19R20GV",41
13,"19R20GV",42
14,"19R20GV",43
15,"19R20GV",43
16,"19R20GV",44
17,"19R20GV",45
18,"19R20GV",46
19,"19R20GV",46
20,"19R20GV",47
21,"19R20GV",48
22,"19R20GV",49
23,"19R20GV",50
24,"19R20GV",50
25,"19R20GV",51
26,"19R20GV",52
27,"19R20GV",53
28,"19R20GV",54
29,"19R20GV",55
30,"19R20GV",56
31,"19R20GV",56
32,"19R20GV",57
33,"19R20GV",58
34,"19R20GV",59
35,"19R20GV",60
36,"19R20GV",61
37,"19R20GV",62
38,"19R20GV",63
39,"19R20GV",64
40,"19R20GV",65
41,"19R20GV",67
42,"19R20GV",68
43,"19R20GV",69
44,"19R20GV",70
45,"19R20GV",71
46,"19R20GV",72
47,"19R20GV",73
48,"19R20GV",75
49,"19R20GV",76
50,"19R20GV",77
51,"19R20GV",78
52,"19R20GV",80
53,"19R20GV",81
1,"19R20V",53
2,"19R20V",11
3,"19R20V",11
4,"19R20V",11
5,"19R20V",12
6,"19R20V",12
7,"19R20V",12
8,"19R20V",13
9,"19R20V",13
10,"19R20V",13
11,"19R20V",14
12,"19R20V",14
13,"19R20V",14
14,"19R20V",15
15,"19R20V",15
16,"19R20V",16
17,"19R20V",16
18,"19R20V",16
19,"19R20V",17
20,"19R20V",17
21,"19R20V",18
22,"19R20V",18
23,"19R20V",19
24,"19R20V",19
25,"19R20V",20
26,"19R20V",20
27,"19R20V",21
28,"19R20V",21
29,"19R20V",22
30,"19R20V",23
31,"19R20V",23
32,"19R20V",24
33,"19R20V",24
34,"19R20V",25
35,"19R20V",26
36,"19R20V",26
37,"19R20V",27
38,"19R20V",28
39,"19R20V",28
40,"19R20V",29
41,"19R20V",30
42,"19R20V",31
43,"19R20V",32
44,"19R20V",32
45,"19R20V",33
46,"19R20V",34
47,"19R20V",35
48,"19R20V",36
49,"19R20V",37
50,"19R20V",38
51,"19R20V",39
52,"19R20V",40
53,"19R20V",41
1,"200830",1320
2,"200830",588
3,"200830",590
4,"200830",593
5,"200830",595
6,"200830",598
7,"200830",601
8,"200830",603
9,"200830",606
10,"200830",608
11,"200830",611
12,"200830",613
13,"200830",616
14,"200830",619
15,"200830",621
16,"200830",624
17,"200830",627
18,"200830",629
19,"200830",632
20,"200830",635
21,"200830",638
22,"200830",640
23,"200830",643
24,"200830",646
25,"200830",648
26,"200830",651
27,"200830",654
28,"200830",657
29,"200830",660
30,"200830",662
31,"200830",665
32,"200830",668
33,"200830",671
34,"200830",674
35,"200830",677
36,"200830",680
37,"200830",683
38,"200830",686
39,"200830",688
40,"200830",691
41,"200830",694
42,"200830",697
43,"200830",700
44,"200830",703
45,"200830",706
46,"200830",709
47,"200830",712
48,"200830",715
49,"200830",718
50,"200830",722
51,"200830",725
52,"200830",728
53,"200830",731
1,"200833",266
2,"200833",134
3,"200833",134
4,"200833",134
5,"200833",134
6,"200833",134
7,"200833",134
8,"200833",134
9,"200833",134
10,"200833",134
11,"200833",134
12,"200833",134
13,"200833",134
14,"200833",134
15,"200833",134
16,"200833",134
17,"200833",133
18,"200833",133
19,"200833",133
20,"200833",133
21,"200833",133
22,"200833",133
23,"200833",133
24,"200833",133
25,"200833",133
26,"200833",133
27,"200833",133
28,"200833",133
29,"200833",133
30,"200833",133
31,"200833",133
32,"200833",133
33,"200833",132
34,"200833",132
35,"200833",132
36,"200833",132
37,"200833",132
38,"200833",132
39,"200833",132
40,"200833",132
41,"200833",132
42,"200833",132
43,"200833",132
44,"200833",132
45,"200833",132
46,"200833",132
47,"200833",132
48,"200833",132
49,"200833",132
50,"200833",131
51,"200833",131
52,"200833",131
53,"200833",131
1,"240001224",85
2,"240001224",33
3,"240001224",33
4,"240001224",33
5,"240001224",34
6,"240001224",34
7,"240001224",34
8,"240001224",35
9,"240001224",35
10,"240001224",35
11,"240001224",35
12,"240001224",36
13,"240001224",36
14,"240001224",36
15,"240001224",37
16,"240001224",37
17,"240001224",37
18,"240001224",38
19,"240001224",38
20,"240001224",39
21,"240001224",39
22,"240001224",39
23,"240001224",40
24,"240001224",40
25,"240001224",40
26,"240001224",41
27,"240001224",41
28,"240001224",41
29,"240001224",42
30,"240001224",42
31,"240001224",43
32,"240001224",43
33,"240001224",43
34,"240001224",44
35,"240001224",44
36,"240001224",45
37,"240001224",45
38,"240001224",45
39,"240001224",46
40,"240001224",46
41,"240001224",47
42,"240001224",47
43,"240001224",47
44,"240001224",48
45,"240001224",48
46,"240001224",49
47,"240001224",49
48,"240001224",50
49,"240001224",50
50,"240001224",51
51,"240001224",51
52,"240001224",51
53,"240001224",52
1,"2536BKFMP18",60
2,"2536BKFMP18",30
3,"2536BKFMP18",30
4,"2536BKFMP18",30
5,"2536BKFMP18",30
6,"2536BKFMP18",30
7,"2536BKFMP18",30
8,"2536BKFMP18",30
9,"2536BKFMP18",30
10,"2536BKFMP18",30
11,"2536BKFMP18",30
12,"2536BKFMP18",30
13,"2536BKFMP18",30
14,"2536BKFMP18",30
15,"2536BKFMP18",30
16,"2536BKFMP18",30
17,"2536BKFMP18",30
18,"2536BKFMP18",30
19,"2536BKFMP18",30
20,"2536BKFMP18",30
21,"2536BKFMP18",30
22,"2536BKFMP18",30
23,"2536BKFMP18",30
24,"2536BKFMP18",30
25,"2536BKFMP18",30
26,"2536BKFMP18",30
27,"2536BKFMP18",30
28,"2536BKFMP18",30
29,"2536BKFMP18",30
30,"2536BKFMP18",30
31,"2536BKFMP18",30
32,"2536BKFMP18",30
33,"2536BKFMP18",30
34,"2536BKFMP18",30
35,"2536BKFMP18",30
36,"2536BKFMP18",30
37,"2536BKFMP18",30
38,"2536BKFMP18",30
39,"2536BKFMP18",30
40,"2536BKFMP18",30
41,"2536BKFMP18",30
42,"2536BKFMP18",30
43,"2536BKFMP18",30
44,"2536BKFMP18",30
45,"2536BKFMP18",30
46,"2536BKFMP18",30
47,"2536BKFMP18",30
48,"2536BKFMP18",30
49,"2536BKFMP18",30
50,"2536BKFMP18",30
51,"2536BKFMP18",30
52,"2536BKFMP18",30
53,"2536BKFMP18",30
1,"255002020",102
2,"255002020",42
3,"255002020",43
4,"255002020",43
5,"255002020",43
6,"255002020",44
7,"255002020",44
8,"255002020",44
9,"255002020",44
10,"255002020",45
11,"255002020",45
12,"255002020",45
13,"255002020",46
14,"255002020",46
15,"255002020",46
16,"255002020",46
17,"255002020",47
18,"255002020",47
19,"255002020",47
20,"255002020",48
21,"255002020",48
22,"255002020",48
23,"255002020",49
24,"255002020",49
25,"255002020",49
26,"255002020",50
27,"255002020",50
28,"255002020",50
29,"255002020",50
30,"255002020",51
31,"255002020",51
32,"255002020",51
33,"255002020",52
34,"255002020",52
35,"255002020",52
36,"255002020",53
37,"255002020",53
38,"255002020",53
39,"255002020",54
40,"255002020",54
41,"255002020",55
42,"255002020",55
43,"255002020",55
44,"255002020",56
45,"255002020",56
46,"255002020",56
47,"255002020",57
48,"255002020",57
49,"255002020",57
50,"255002020",58
51,"255002020",58
52,"255002020",58
53,"255002020",59
1,"255002424",413
2,"255002424",257
3,"255002424",254
4,"255002424",252
5,"255002424",249
6,"255002424",247
7,"255002424",244
8,"255002424",242
9,"255002424",239
10,"255002424",237
11,"255002424",235
12,"255002424",233
13,"255002424",230
14,"255002424",228
15,"255002424",226
16,"255002424",224
17,"255002424",221
18,"255002424",219
19,"255002424",217
20,"255002424",215
21,"255002424",213
22,"255002424",211
23,"255002424",209
24,"255002424",207
25,"255002424",205
26,"255002424",203
27,"255002424",201
28,"255002424",199
29,"255002424",197
30,"255002424",195
31,"255002424",193
32,"255002424",191
33,"255002424",189
34,"255002424",187
35,"255002424",186
36,"255002424",184
37,"255002424",182
38,"255002424",180
39,"255002424",178
40,"255002424",177
41,"255002424",175
42,"255002424",173
43,"255002424",171
44,"255002424",170
45,"255002424",168
46,"255002424",167
47,"255002424",165
48,"255002424",163
49,"255002424",162
50,"255002424",160
51,"255002424",159
52,"255002424",157
53,"255002424",155
1,"2780BKFMP18",106
2,"2780BKFMP18",40
3,"2780BKFMP18",40
4,"2780BKFMP18",40
5,"2780BKFMP18",41
6,"2780BKFMP18",41
7,"2780BKFMP18",42
8,"2780BKFMP18",42
9,"2780BKFMP18",42
10,"2780BKFMP18",43
11,"2780BKFMP18",43
12,"2780BKFMP18",44
13,"2780BKFMP18",44
14,"2780BKFMP18",45
15,"2780BKFMP18",45
16,"2780BKFMP18",46
17,"2780BKFMP18",46
18,"2780BKFMP18",46
19,"2780BKFMP18",47
20,"2780BKFMP18",47
21,"2780BKFMP18",48
22,"2780BKFMP18",48
23,"2780BKFMP18",49
24,"2780BKFMP18",49
25,"2780BKFMP18",50
26,"2780BKFMP18",50
27,"2780BKFMP18",51
28,"2780BKFMP18",51
29,"2780BKFMP18",52
30,"2780BKFMP18",52
31,"2780BKFMP18",53
32,"2780BKFMP18",53
33,"2780BKFMP18",54
34,"2780BKFMP18",54
35,"2780BKFMP18",55
36,"2780BKFMP18",55
37,"2780BKFMP18",56
38,"2780BKFMP18",56
39,"2780BKFMP18",57
40,"2780BKFMP18",58
41,"2780BKFMP18",58
42,"2780BKFMP18",59
43,"2780BKFMP18",59
44,"2780BKFMP18",60
45,"2780BKFMP18",60
46,"2780BKFMP18",61
47,"2780BKFMP18",62
48,"2780BKFMP18",62
49,"2780BKFMP18",63
50,"2780BKFMP18",64
51,"2780BKFMP18",64
52,"2780BKFMP18",65
53,"2780BKFMP18",65
1,"299242401",339
2,"299242401",31
3,"299242401",32
4,"299242401",33
5,"299242401",35
6,"299242401",37
7,"299242401",38
8,"299242401",40
9,"299242401",42
10,"299242401",44
11,"299242401",46
12,"299242401",48
13,"299242401",50
14,"299242401",52
15,"299242401",55
16,"299242401",57
17,"299242401",60
18,"299242401",63
19,"299242401",65
20,"299242401",68
21,"299242401",72
22,"299242401",75
23,"299242401",78
24,"299242401",82
25,"299242401",85
26,"299242401",89
27,"299242401",93
28,"299242401",98
29,"299242401",102
30,"299242401",107
31,"299242401",112
32,"299242401",117
33,"299242401",122
34,"299242401",127
35,"299242401",133
36,"299242401",139
37,"299242401",146
38,"299242401",152
39,"299242401",159
40,"299242401",166
41,"299242401",174
42,"299242401",182
43,"299242401",190
44,"299242401",199
45,"299242401",208
46,"299242401",217
47,"299242401",227
48,"299242401",237
49,"299242401",248
50,"299242401",259
51,"299242401",271
52,"299242401",283
53,"299242401",296
1,"305 OSU2P20209",110
2,"305 OSU2P20209",18
3,"305 OSU2P20209",19
4,"305 OSU2P20209",19
5,"305 OSU2P20209",20
6,"305 OSU2P20209",20
7,"305 OSU2P20209",21
8,"305 OSU2P20209",22
9,"305 OSU2P20209",22
10,"305 OSU2P20209",23
11,"305 OSU2P20209",24
12,"305 OSU2P20209",25
13,"305 OSU2P20209",26
14,"305 OSU2P20209",26
15,"305 OSU2P20209",27
16,"305 OSU2P20209",28
17,"305 OSU2P20209",29
18,"305 OSU2P20209",30
19,"305 OSU2P20209",31
20,"305 OSU2P20209",32
21,"305 OSU2P20209",33
22,"305 OSU2P20209",34
23,"305 OSU2P20209",35
24,"305 OSU2P20209",36
25,"305 OSU2P20209",37
26,"305 OSU2P20209",38
27,"305 OSU2P20209",40
28,"305 OSU2P20209",41
29,"305 OSU2P20209",42
30,"305 OSU2P20209",44
31,"305 OSU2P20209",45
32,"305 OSU2P20209",46
33,"305 OSU2P20209",48
34,"305 OSU2P20209",49
35,"305 OSU2P20209",51
36,"305 OSU2P20209",53
37,"305 OSU2P20209",54
38,"305 OSU2P20209",56
39,"305 OSU2P20209",58
40,"305 OSU2P20209",60
41,"305 OSU2P20209",62
42,"305 OSU2P20209",64
43,"305 OSU2P20209",66
44,"305 OSU2P20209",68
45,"305 OSU2P20209",70
46,"305 OSU2P20209",72
47,"305 OSU2P20209",74
48,"305 OSU2P20209",77
49,"305 OSU2P20209",79
50,"305 OSU2P20209",82
51,"305 OSU2P20209",84
52,"305 OSU2P20209",87
53,"305 OSU2P20209",90
1,"3440BKFMP18",187
2,"3440BKFMP18",89
3,"3440BKFMP18",90
4,"3440BKFMP18",90
5,"3440BKFMP18",90
6,"3440BKFMP18",90
7,"3440BKFMP18",90
8,"3440BKFMP18",90
9,"3440BKFMP18",90
10,"3440BKFMP18",91
11,"3440BKFMP18",91
12,"3440BKFMP18",91
13,"3440BKFMP18",91
14,"3440BKFMP18",91
15,"3440BKFMP18",91
16,"3440BKFMP18",91
17,"3440BKFMP18",92
18,"3440BKFMP18",92
19,"3440BKFMP18",92
20,"3440BKFMP18",92
21,"3440BKFMP18",92
22,"3440BKFMP18",92
23,"3440BKFMP18",92
24,"3440BKFMP18",92
25,"3440BKFMP18",93
26,"3440BKFMP18",93
27,"3440BKFMP18",93
28,"3440BKFMP18",93
29,"3440BKFMP18",93
30,"3440BKFMP18",93
31,"3440BKFMP18",93
32,"3440BKFMP18",94
33,"3440BKFMP18",94
34,"3440BKFMP18",94
35,"3440BKFMP18",94
36,"3440BKFMP18",94
37,"3440BKFMP18",94
38,"3440BKFMP18",95
39,"3440BKFMP18",95
40,"3440BKFMP18",95
41,"3440BKFMP18",95
42,"3440BKFMP18",95
43,"3440BKFMP18",95
44,"3440BKFMP18",95
45,"3440BKFMP18",96
46,"3440BKFMP18",96
47,"3440BKFMP18",96
48,"3440BKFMP18",96
49,"3440BKFMP18",96
50,"3440BKFMP18",96
51,"3440BKFMP18",96
52,"3440BKFMP18",97
53,"3440BKFMP18",97
1,"354 RTPD1921",52
2,"354 RTPD1921",37
3,"354 RTPD1921",36
4,"354 RTPD1921",36
5,"354 RTPD1921",35
6,"354 RTPD1921",34
7,"354 RTPD1921",34
8,"354 RTPD1921",33
9,"354 RTPD1921",32
10,"354 RTPD1921",32
11,"354 RTPD1921",31
12,"354 RTPD1921",30
13,"354 RTPD1921",30
14,"354 RTPD1921",29
15,"354 RTPD1921",29
16,"354 RTPD1921",28
17,"354 RTPD1921",28
18,"354 RTPD1921",27
19,"354 RTPD1921",27
20,"354 RTPD1921",26
21,"354 RTPD1921",25
22,"354 RTPD1921",25
23,"354 RTPD1921",24
24,"354 RTPD1921",24
25,"354 RTPD1921",24
26,"354 RTPD1921",23
27,"354 RTPD1921",23
28,"354 RTPD1921",22
29,"354 RTPD1921",22
30,"354 RTPD1921",21
31,"354 RTPD1921",21
32,"354 RTPD1921",20
33,"354 RTPD1921",20
34,"354 RTPD1921",20
35,"354 RTPD1921",19
36,"354 RTPD1921",19
37,"354 RTPD1921",19
38,"354 RTPD1921",18
39,"354 RTPD1921",18
40,"354 RTPD1921",17
41,"354 RTPD1921",17
42,"354 RTPD1921",17
43,"354 RTPD1921",16
44,"354 RTPD1921",16
45,"354 RTPD1921",16
46,"354 RTPD1921",15
47,"354 RTPD1921",15
48,"354 RTPD1921",15
49,"354 RTPD1921",15
50,"354 RTPD1921",14
51,"354 RTPD1921",14
52,"354 RTPD1921",14
53,"354 RTPD1921",13
1,"41169",231
2,"41169",153
3,"41169",151
4,"41169",149
5,"41169",147
6,"41169",145
7,"41169",143
8,"41169",141
9,"41169",139
10,"41169",137
11,"41169",135
12,"41169",133
13,"41169",132
14,"41169",130
15,"41169",128
16,"41169",126
17,"41169",125
18,"41169",123
19,"41169",121
20,"41169",120
21,"41169",118
22,"41169",117
23,"41169",115
24,"41169",113
25,"41169",112
26,"41169",110
27,"41169",109
28,"41169",107
29,"41169",106
30,"41169",105
31,"41169",103
32,"41169",102
33,"41169",100
34,"41169",99
35,"41169",98
36,"41169",96
37,"41169",95
38,"41169",94
39,"41169",93
40,"41169",91
41,"41169",90
42,"41169",89
43,"41169",88
44,"41169",86
45,"41169",85
46,"41169",84
47,"41169",83
48,"41169",82
49,"41169",81
50,"41169",80
51,"41169",79
52,"41169",78
53,"41169",77
1,"41250",407
2,"41250",196
3,"41250",197
4,"41250",197
5,"41250",197
6,"41250",198
7,"41250",198
8,"41250",198
9,"41250",198
10,"41250",199
11,"41250",199
12,"41250",199
13,"41250",199
14,"41250",200
15,"41250",200
16,"41250",200
17,"41250",200
18,"41250",201
19,"41250",201
20,"41250",201
21,"41250",201
22,"41250",202
23,"41250",202
24,"41250",202
25,"41250",202
26,"41250",203
27,"41250",203
28,"41250",203
29,"41250",204
30,"41250",204
31,"41250",204
32,"41250",204
33,"41250",205
34,"41250",205
35,"41250",205
36,"41250",205
37,"41250",206
38,"41250",206
39,"41250",206
40,"41250",207
41,"41250",207
42,"41250",207
43,"41250",207
44,"41250",208
45,"41250",208
46,"41250",208
47,"41250",208
48,"41250",209
49,"41250",209
50,"41250",209
51,"41250",210
52,"41250",210
53,"41250",210
1,"440-005-5",52
2,"440-005-5",27
3,"440-005-5",27
4,"440-005-5",27
5,"440-005-5",27
6,"440-005-5",27
7,"440-005-5",27
8,"440-005-5",27
9,"440-005-5",27
10,"440-005-5",27
11,"440-005-5",27
12,"440-005-5",26
13,"440-005-5",26
14,"440-005-5",26
15,"440-005-5",26
16,"440-005-5",26
17,"440-005-5",26
18,"440-005-5",26
19,"440-005-5",26
20,"440-005-5",26
21,"440-005-5",26
22,"440-005-5",26
23,"440-005-5",26
24,"440-005-5",26
25,"440-005-5",26
26,"440-005-5",26
27,"440-005-5",26
28,"440-005-5",25
29,"440-005-5",25
30,"440-005-5",25
31,"440-005-5",25
32,"440-005-5",25
33,"440-005-5",25
34,"440-005-5",25
35,"440-005-5",25
36,"440-005-5",25
37,"440-005-5",25
38,"440-005-5",25
39,"440-005-5",25
40,"440-005-5",25
41,"440-005-5",25
42,"440-005-5",25
43,"440-005-5",25
44,"440-005-5",25
45,"440-005-5",24
46,"440-005-5",24
47,"440-005-5",24
48,"440-005-5",24
49,"440-005-5",24
50,"440-005-5",24
51,"440-005-5",24
52,"440-005-5",24
53,"440-005-5",24
1,"440-908",164
2,"440-908",143
3,"440-908",125
4,"440-908",110
5,"440-908",96
6,"440-908",84
7,"440-908",74
8,"440-908",64
9,"440-908",56
10,"440-908",49
11,"440-908",43
12,"440-908",38
13,"440-908",33
14,"440-908",29
15,"440-908",25
